Title,Ingredients,Steps,Loves,URL,Category,Title Cleaned,Total Ingredients,Ingredients Cleaned,Total Steps,Ingredients Final,Ingredients Join
Risoles Tuna Mayo #Ketopad_Cp_Savorysnack,Kulit Risoles:--2 butir telur--1 sdm whipping cream--1 sdm mayonese--1 sdm minyak Aroma--secukupnya Garam--secukupnya Lada--Isian:--3 sdm Tuna Light Ayam Brand (sesuai selera)--2-3 sdm Mayonese--2 sdm minyak utk memanggang kulit risol--,"1) Campur semua bahan kulit risol, aduk rata dgn whisk
2) Panaskan wajan rata, beri 2sdm minyak, ratakan di semua permukaannya.
3) Tuang 1 sendok sayur bahan kulit risol, ratakan sehingga adonan tipis, panggang hingga kecoklatan. Panggang hingga adonan kulit habis. Saya dapat 4 lembar kulit
4) Campur bahan isian, masukan ke kulit risol, gulung perlahan.
5) Siap dinikmati.",22,https://cookpad.com/id/resep/4020474-risoles-tuna-mayo-ketopad_cp_savorysnack,ikan,risoles tuna mayo,11,"['kulit risoles', 'telur', 'whipping cream', 'mayonese', 'minyak aroma', 'secukupnya garam', 'secukupnya lada', 'isian', 'tuna light', 'mayonese', 'minyak utk']",5,"['risoles', 'telur', 'whipping_cream', 'mayonese', 'minyak_aroma', 'garam', 'lada', 'isian', 'tuna_light', 'minyak_utk']",risoles telur whipping_cream mayonese minyak_aroma garam lada isian tuna_light minyak_utk
Ikan Kembung Bumbu Kuning Campur Kemangi,1/2 kg ikan kembung(isi 4 ikan)--Bumbu halus :--8 siung bawang merah--5 siung bawang putih--5 cabe merah kriting (sesuai selera)--1/2 sendok teh ketumbar (aku pake yg butir)--3 buah kemiri--Secukupnya lada--5 cm kunyit--Bahan di memarkan :--Lengkuas--Jahe--Sereh--Bahan yang di iris :--5 buah cabe kriting hijau--3 buah cabe kriting merah--1 buah tomat--2 helai bawang daun--Bahan pelengkap :--3 lembar daun jeruk--Secukupnya gula merah--Penyedap rasa--Air mineral--2 ikat daun kemangi--,"1) Bersihkan ikan, lumuri dg jeruk nipis, diamkan sekitar 10-15 menit, kemudian cuci dg air mengalir lalu goreng ikan (jgn terlalu kering)
2) Haluskan semua bumbu
3) Tumis bumbu sampai harum
4) Masukan sereh, jahe, lengkuas, daun jeruk,irisan cabe, tomat, dan daun bawang
5) Masukan air secukupnya
6) Masukan ikan, tunggu sampe air nya menyusut, masukan daun kemangi, tes rasa
7) Ikan siap di sajikan",42,https://cookpad.com/id/resep/4020550-ikan-kembung-bumbu-kuning-campur-kemangi,ikan,ikan kembung bumbu kuning campur kemangi,24,"['ikan kembungisi', 'bumbu halus', 'bawang merah', 'bawang putih', 'cabe merah', 'sendok teh', 'kemiri', 'secukupnya lada', 'cm kunyit', 'bahan di', 'lengkuas', 'jahe', 'sereh', 'bahan yang', 'cabe kriting', 'cabe kriting', 'tomat', 'helai bawang', 'bahan pelengkap', 'daun jeruk', 'secukupnya gula', 'penyedap rasa', 'air mineral', 'ikat daun']",7,"['ikan_kembungisi', 'bumbu', 'bawang_merah', 'bawang_putih', 'cabai_merah', 'teh', 'kemiri', 'lada', 'kunyit', 'bahan_di', 'lengkuas', 'jahe', 'sereh', 'bahan_yang', 'cabai_kriting', 'tomat', 'helai_bawang', 'bahan_pelengkap', 'jeruk', 'gula', 'mineral']",ikan_kembungisi bumbu bawang_merah bawang_putih cabai_merah teh kemiri lada kunyit bahan_di lengkuas jahe sereh bahan_yang cabai_kriting tomat helai_bawang bahan_pelengkap jeruk gula mineral
Ikan Tongkol Panggang,3 siung bawang merah--2 siung bawang putih--1 sdt ketumbar--1 sdt lada--5 cm jahe--3 cm kunyit--1 buah cabe merah--secukupnya garam--500 gr ikan tongkol--jeruk nipis--,"1) Bersihkan ikan, lumuri dengan garam dan jeruk nipis, diamkan di dalam kulkas.
2) Haluskan semua bumbu, lumuri pada ikan tongkol.
3) Panggang selama 30 menit dalam oven toaster (sematangnya), ikan tongkol siap disangap",10,https://cookpad.com/id/resep/4019905-ikan-tongkol-panggang,ikan,ikan tongkol panggang,10,"['bawang merah', 'bawang putih', 'ketumbar', 'lada', 'cm jahe', 'cm kunyit', 'cabe merah', 'secukupnya garam', 'ikan tongkol', 'jeruk nipis']",3,"['bawang_merah', 'bawang_putih', 'ketumbar', 'lada', 'jahe', 'kunyit', 'cabai_merah', 'garam', 'ikan_tongkol', 'jeruk_nipis']",bawang_merah bawang_putih ketumbar lada jahe kunyit cabai_merah garam ikan_tongkol jeruk_nipis
Tuna Pedas Asam Manis,Fillet ikan tuna--Tepung Bumbu--1 butir Telur--Tepung Maizena--Bawang Merah--Bawang Putih--Cabe rawit--Bawang Bombay--Saus Tomat--,"1) Bersihkan ikan lalu beri perasan jeruk nipis
2) Kocok telur kemudian baluri ikan dengan telur yang sudah dikocok lalu baluri ikan dengan tepung bumbu. Kemudian goreng ikannya sampai kecoklatan.
3) Untuk sausnya : blender bawang merah, bawang putih dan cabe rawit.
4) Kemudian tumis hingga harum, tambahkan air dan tepung maizena. Aduk hingga mengental lalu masukkan saus tomat. Bawang bombay yang sudah diiris tipis tadi,kemudian dimasukkan.
5) Setelah masak, campur ikan tuna tepung dengan saus.
6) Selesai...",5,https://cookpad.com/id/resep/4020139-tuna-pedas-asam-manis,ikan,tuna pedas asam manis,9,"['fillet ikan', 'tepung bumbu', 'telur', 'tepung maizena', 'bawang merah', 'bawang putih', 'cabe rawit', 'bawang bombay', 'saus tomat']",7,"['fillet_ikan', 'tepung_bumbu', 'telur', 'tepung_maizena', 'bawang_merah', 'bawang_putih', 'cabai_rawit', 'bawang_bombay', 'saus_tomat']",fillet_ikan tepung_bumbu telur tepung_maizena bawang_merah bawang_putih cabai_rawit bawang_bombay saus_tomat
Pindang Patin,1 ekor patin potong 4 (pilih yg tdk bau lumpur)--1 jeruk nipis--2 lbr daun jeruk--2 lbr daun salam--1 sereh--Laos--Jahe--Air secukupnya utk kuah--3 sdm kecap manis--Air asam jawa (1bungkus asam aja)--Daun bawang--Daun kemangi--1 sdt merica--1 sdt garam--1 sdt penyedap (mecin)--1 sdt gula pasir--Minyak utk menumis--Bumbu halus:--3 cm kunyit--7 bawang merah--2 bawang putih--3 kemiri (sangrai)--4 cabai merah keriting--,"1) Cuci bersih ikan, kasih perasan jeruk nipis
2) Haluskan bumbu (kunyit, bawang merah&putih, kemiri dan cabai) blender boleh dgn ditambahi air sedikit
3) Geprek sereh, iris laos&jahe. Tumis bumbu halus, sereh laos jahe salam dan daun jeruk
4) Setelah aga harum masukkan dlm panci yg sudah berisi air.
5) Masukkan patin, kecap, gula, garam, penyedap, air asam jawa. Aduk dan tutup sampai ikan matang.
6) Setelah terlihat aga matang masukkan daun bawang yg sudah diiris dan jg kemangi. Masak sebentar jika kurang rasa boleh ditambah garam/penyedap.
7) Angkat dan pindang patin siap dinikmati.",41,https://cookpad.com/id/resep/4020182-pindang-patin,ikan,pindang patin,23,"['ekor patin', 'jeruk nipis', 'lbr daun', 'lbr daun', 'sereh', 'laos', 'jahe', 'air secukupnya', 'kecap manis', 'air asam', 'daun bawang', 'daun kemangi', 'merica', 'garam', 'penyedap mecin', 'gula pasir', 'minyak utk', 'bumbu halus', 'cm kunyit', 'bawang merah', 'bawang putih', 'kemiri sangrai', 'cabai merah']",7,"['patin', 'jeruk_nipis', 'lbr', 'sereh', 'laos', 'jahe', 'kecap_manis', 'asam', 'kemangi', 'merica', 'garam', 'penyedap_mecin', 'gula_pasir', 'minyak_utk', 'bumbu', 'kunyit', 'bawang_merah', 'bawang_putih', 'kemiri', 'cabai_merah']",patin jeruk_nipis lbr sereh laos jahe kecap_manis asam kemangi merica garam penyedap_mecin gula_pasir minyak_utk bumbu kunyit bawang_merah bawang_putih kemiri cabai_merah
Mangut Kepala Patin,"1/2 kg kepala patin di cuci bersih--5 buah cabe merah--5 buah cabe rawit--5 siung bawang merah--2 siung bawang putih--Lengkuas,jahe,kunyit,sere--3 butir kemiri--3 lembar daun salam--2 keping asam kandis--secukupnya Penyedap rasa--secukupnya Garam--","1) Haluskan semua bumbu, Panaskan minyak lalu tumis bumbu hingga harum
2) Masukkan air secukupnya
3) Setelah airnya mendidih masukkan kepala ikan
4) Masukkan garam,penyedap rasa, daun salam dan asam kandis sekali sekali aduk biar bumbunya meresap
5) Tunggu sebentar cicip rasa angkat
6) Mangut nya siap di sajikan",9,https://cookpad.com/id/resep/4013147-mangut-kepala-patin,ikan,mangut kepala patin,11,"['kepala patin', 'cabe merah', 'cabe rawit', 'bawang merah', 'bawang putih', 'lengkuas', 'jahe', 'kunyit', 'sere', 'kemiri', 'daun salam', 'keping asam', 'secukupnya penyedap', 'secukupnya garam']",6,"['kepala_patin', 'cabai_merah', 'cabai_rawit', 'bawang_merah', 'bawang_putih', 'lengkuas', 'jahe', 'kunyit', 'sere', 'kemiri', 'salam', 'keping_asam', 'penyedap', 'garam']",kepala_patin cabai_merah cabai_rawit bawang_merah bawang_putih lengkuas jahe kunyit sere kemiri salam keping_asam penyedap garam
Tongkol Suir Balado,3 potong ikan tongkol asap (goreng kemudian suir2)--4 siung bawang putih--5 siung bawang merah--1/2 Tomat kecil--2 sdm gula pasir--1/2 saset royco--8 cabe keriting/ sesuai selera--,"1) Haluskan cabe, bawang merah putih dan tomat
2) Tumis bumbu halus smpai wangi kemudian masukka tongkol yg sudah d suir
3) Tambahkan 10 sdm air lalu aduk, masukkan gula dan royco
4) Aduk lalu koreksi rasa, dan biarkan air habis",5,https://cookpad.com/id/resep/4019850-tongkol-suir-balado,ikan,tongkol suir balado,7,"['ikan tongkol', 'bawang putih', 'bawang merah', 'tomat kecil', 'gula pasir', 'saset royco', 'cabe keriting']",4,"['ikan_tongkol', 'bawang_putih', 'bawang_merah', 'tomat', 'gula_pasir', 'saset_royco', 'cabai_keriting']",ikan_tongkol bawang_putih bawang_merah tomat gula_pasir saset_royco cabai_keriting
Tongkol Suwir Cabe Hijau,"Pindang tongkol 3 keranjang kecil--12 biji Cabe hijau--3 siung bawang putih--1 bawang bombay, diiris halus--secukupnya Garam--secukupnya Minyak goreng--","1) Cuci tongkol, tiriskan, lalu disuwir -suwir
2) Haluskan bawang putih dan cabe hijau besar, sisihkan
3) Tumis bawang bombay yang sudah diiris, setelah harum dan agak layu masukkan cabe hijaudan bawang putih yang sudah di haluskan
4) Setelah harum dan matang, masukkan suwiran tongkol, beri garam sesuai selera
5) Keringkan dengan api kecil agar bumbu menyerap ke dalam tongkol
6) Siap disantap
7) Tongkol bisa juga di ganti teri medan",9,https://cookpad.com/id/resep/4019748-tongkol-suwir-cabe-hijau,ikan,tongkol suwir cabe hijau,6,"['pindang tongkol', 'biji cabe', 'bawang putih', 'bawang bombay', 'diiris halus', 'secukupnya garam', 'secukupnya minyak']",7,"['pindang_tongkol', 'biji_cabai', 'bawang_putih', 'bawang_bombay', 'diiris', 'garam', 'minyak']",pindang_tongkol biji_cabai bawang_putih bawang_bombay diiris garam minyak
Tongkol Iris Kuah Pedas,Ikan tongkol iris--3 siung bwng mrh--4 siung bwng putih--2 bj cabe merah--cabe rawit (sesuai selera)--1 bj tomat--2 ppn pete--Roico dn garam--Gula pasir sckpnya--,"1) Goreng terlebih dulu ikan tongkol
2) Iris smua bumbu lalu tumis, tambhkn garam, roico, gula pasir secukupnya.
3) Tambhkan air secukupnya, lalu masukkan ikan tongkol. Msk smp mtng, dn terakhir masukn pete. cek rasa
4) Jadi dech,,, makannya pk ns hangat",7,https://cookpad.com/id/resep/4018668-tongkol-iris-kuah-pedas,ikan,tongkol iris kuah pedas,9,"['ikan tongkol', 'bwng mrh', 'bwng putih', 'bj cabe', 'cabe rawit', 'bj tomat', 'ppn pete', 'roico dn', 'gula pasir']",4,"['ikan_tongkol', 'bwng_mrh', 'bwng_putih', 'bj_cabai', 'cabai_rawit', 'bj_tomat', 'ppn_pete', 'roico_dn', 'gula_pasir']",ikan_tongkol bwng_mrh bwng_putih bj_cabai cabai_rawit bj_tomat ppn_pete roico_dn gula_pasir
Lempah Kuning Ikan Kembung,"500 gr Ikan Kembung--1 buah nanas (potong2)--sereh, lengkuas, daun salam, asam jawa--cabe rawit--bumbu yang di haluskan :--4 siung bawang putih--14 siung bawang merah--1 sendok makan terasi enaknya terasi bangka--6 cabe merah besar--6 cabe rawit merah--2 siung kunyit--5 kemiri--kengkuas--","1) Masukan ke dalam panci nanas, asam jawa, tambahkan air masak secara perlahan sampe mendidih. masukan lengkuas, sereh, daun salam
2) Tumis bumbu yang sudah di haluskan dengan sedikit minyak, setelah harum masukkan ke dalam panci yang berisi kuah nanas. tambahkan gula garam sesuai selera. baru masukkan ikan yang sebelumnya d lumuri jeruk agar tidak terlalu amis. masak ikan sampai matang dan harum
3) Sajikan panas panas",1,https://cookpad.com/id/resep/4019275-lempah-kuning-ikan-kembung,ikan,lempah kuning ikan kembung,13,"['ikan kembung', 'nanas', 'sereh', 'lengkuas', 'daun salam', 'asam jawa', 'cabe rawit', 'bumbu yang', 'bawang putih', 'bawang merah', 'sendok makan', 'cabe merah', 'cabe rawit', 'kunyit', 'kemiri', 'kengkuas']",3,"['ikan_kembung', 'nanas', 'sereh', 'lengkuas', 'salam', 'asam_jawa', 'cabai_rawit', 'bumbu_yang', 'bawang_putih', 'bawang_merah', 'makan', 'cabai_merah', 'kunyit', 'kemiri', 'kengkuas']",ikan_kembung nanas sereh lengkuas salam asam_jawa cabai_rawit bumbu_yang bawang_putih bawang_merah makan cabai_merah kunyit kemiri kengkuas
27. Cakalang Bakar Sambal Lemon 🍋,"Ikan cakalang/ikan apa saja--Sambal:--Segenggam cabai rawit merah--6 bh cabai merah keriting--Garam, gula pasir, mecin--1 bh jeruk lemon/nipis--3 sdm minyak sayur--","1) Cuci bersih ikan, kerat"" tubuhnya, lumuri dengan air jeruk nipis & garam, biarkan sebentar.
2) Haluskan cabai & secukupnya garam, gula pasir, mecin. Panaskan minyak hingga benar"" panas, lalu tuang pada sambal, tambahkan air jeruk, tes rasa.
3) Bakar ikan diatas bara api hingga matang, simpan diatas piring lalu lumuri ikan dengan sambal lemon.
4) Ikan bakar siap disantap dengan nasi putih, boleh ditambah dengan lalapan makin sedap . Selamat mencoba",2,https://cookpad.com/id/resep/4019315-27-cakalang-bakar-sambal-lemon-%F0%9F%8D%8B,ikan,27 cakalang bakar sambal lemon,7,"['ikan cakalangikan', 'sambal', 'segenggam cabai', 'bh cabai', 'garam', 'gula pasir', 'mecin', 'bh jeruk', 'minyak sayur']",4,"['ikan_cakalangikan', 'sambal', 'segenggam_cabai', 'bh_cabai', 'garam', 'gula_pasir', 'mecin', 'bh_jeruk', 'minyak_sayur']",ikan_cakalangikan sambal segenggam_cabai bh_cabai garam gula_pasir mecin bh_jeruk minyak_sayur
Sambel Pindang Tongkol Kemangi,1 ikan pindang tongkol ukuran besar--1 ikat kemangi--5 cabe rawit merah--3 siung bawang merah--1 siung bawang putih--Secukupnya garam--Secukup nya penyedap rasa me totole kaldu jamur--,"1) Goreng ikan pindang sampe matang gak terlalu kering kalo me
2) Lalu tiriskan diamkan sampai dingin lalu bagi 4 ato sesuai selera dan enak dan gampang pas di ulek
3) Siapkan ulekan lalu cabe bawang garam penyedap lalu ulek setelah halus lalu masukan ikan pindang ulek sampe halus ato sesuai selera
4) Tambahkan kemangi lalu sedikit di tekan2 dan campurkan rata sama sambel pindang
5) Siap di sajikan",6,https://cookpad.com/id/resep/4019467-sambel-pindang-tongkol-kemangi,ikan,sambel pindang tongkol kemangi,7,"['ikan pindang', 'ikat kemangi', 'cabe rawit', 'bawang merah', 'bawang putih', 'secukupnya garam', 'secukup nya']",5,"['ikan_pindang', 'kemangi', 'cabai_rawit', 'bawang_merah', 'bawang_putih', 'garam', 'secukup_nya']",ikan_pindang kemangi cabai_rawit bawang_merah bawang_putih garam secukup_nya
Pindang Tongkol,"1 ekor tongkol besar (1 kg)--Bumbu halus :--3 bawang putih,--1 cm  kunyit--1/2 sdt  ketumbar--1 lmbr daun jeruk--1 sdm garam--","1) Cuci tongkol, iris kepala belah dua.
2) Rebus air dlm panci kira2 tongkol tenggelam dlm air. Masukkan bumbu, sampai dengan air susut/ tinggal sedikit.
3) Angkat tongkol tata dalam wadah tertutup. Simpan dlm frezer.",11,https://cookpad.com/id/resep/4000146-pindang-tongkol,ikan,pindang tongkol,7,"['ekor tongkol', 'bumbu halus', 'bawang putih', 'cm kunyit', 'ketumbar', 'lmbr daun', 'garam']",3,"['tongkol', 'bumbu', 'bawang_putih', 'kunyit', 'ketumbar', 'lmbr', 'garam']",tongkol bumbu bawang_putih kunyit ketumbar lmbr garam
Sandwich Tuna,4 lembar roti tawar--1/2 kaleng tuna (merk: ayam brand)--1 telur orak arik--1 sdm saos tomat--1 sdm saos sambal--1 sdm mayonaise--,"1) Campur saos tomat, saos sambal dan mayonaise.
2) Ambil 1 lembar roti, oles dengan bahan saos mayo, beri setengah bagian tuna dan ratakan, tutup dengan 1 lembar roti yang lain.
3) Oles saos mayo lagi di bagian atas roti, beri telor orak arik, tutup lagi dengan 1 lembar roti.
4) Ulangi lagi beri saos mayo di lapisan roti selanjutnya, tambahkan sisa tuna, ratakan dan tutup dengan lembar roti terakhir.
5) Potong segitiga roti, sajikan.",7,https://cookpad.com/id/resep/4018926-sandwich-tuna,ikan,sandwich tuna,6,"['roti tawar', 'kaleng tuna', 'telur orak', 'saos tomat', 'saos sambal', 'mayonaise']",5,"['roti_tawar', 'kaleng_tuna', 'telur_orak', 'saus_tomat', 'saus_sambal', 'mayonaise']",roti_tawar kaleng_tuna telur_orak saus_tomat saus_sambal mayonaise
Tumis Tongkol Tauge Pedas,"1 ekor ikan pindang tongkol uk.kecil--Segenggam tauge, buang akar, cuci bersih--50 ml air--secukupnya Minyak goreng--Bumbu-bumbu:--3 butir bawang merah, iris tipis--2 siung bawang putih, iris tipis--1 buah cabe merah besar, belah jadi 2, iris-iris--3 buah cabe rawit merah, iris kecil--1 buah tomat merah, uk.sedang, iris kecil--2 lembar daun jeruk--1 batang serai, ikat simpul /geprek--1 sachet kecap manis--1 sdt air perasan lemon--secukupnya Garam, merica bubuk--","1) Belah memanjang ikan pindang tongkol, keluarkan duri tengahnya dan potong kira-kira 4 cm, cuci...
2) Panaskan minyak dan goreng hingga berwarna kecoklatan. Angkat dan tiriskan..
3) Panaskan minyak secukupnya tumis bawang merah, bawang putih, cabe merah, cabe rawit, tomat, serai dan daun jeruk sampai harum..
4) Masukkan air dan ikan goreng, tambahkan garam, merica bubuk, kecap manis dan air lemon, aduk rata sampai air sedikit menyusut, menjelang di angkat tambahkan tauge, aduk sebentar. Matikan api.. Sajikan dengan nasi hangat..",51,https://cookpad.com/id/resep/4018360-tumis-tongkol-tauge-pedas,ikan,tumis tongkol tauge pedas,15,"['ekor ikan', 'segenggam tauge', 'buang akar', 'cuci bersih', 'ml air', 'secukupnya minyak', 'bumbubumbu', 'bawang merah', 'iris tipis', 'bawang putih', 'iris tipis', 'cabe merah', 'belah jadi', 'irisiris', 'cabe rawit', 'iris kecil', 'tomat merah', 'uksedang', 'iris kecil', 'daun jeruk', 'serai', 'ikat simpul', 'sachet kecap', 'air perasan', 'secukupnya garam', 'merica bubuk']",4,"['ikan', 'segenggam_tauge', 'buang_akar', 'bersih', 'minyak', 'bumbubumbu', 'bawang_merah', 'bawang_putih', 'cabai_merah', 'belah_jadi', 'irisiris', 'cabai_rawit', 'tomat_merah', 'uksedang', 'jeruk', 'serai', 'simpul', 'sachet_kecap', 'perasan', 'garam', 'merica']",ikan segenggam_tauge buang_akar bersih minyak bumbubumbu bawang_merah bawang_putih cabai_merah belah_jadi irisiris cabai_rawit tomat_merah uksedang jeruk serai simpul sachet_kecap perasan garam merica
Pisang Goroho Sambal Roa,Bahan pisang goreng--10 pisang goroho--1 sdm Garam--Bahan sambal roa--2 roa asap--9 butir bawang merah--3 butir bawang putih--2 cm jahe--1 batang serai--5 buah Cabai merah keriting--20 buah Cabai rawit/ cengek--1/2 sdm merica--secukupnya Garam--secukupnya Gula merah--1 sdt mecin--,"1) Buang cangkang pisang goroho, lalu di iris tipis memanjang, cuci pisang yang sudah di iris lalu rendam di air garam 5 menit lalu goreng pisang sampai berwarna kekuningan
2) Membuat sambal roa :
3) Bersihkan bawang merah, bawang putih, cabai merah keriting, rawit dan jahe lalu di ulek/blender agar lembut
4) Setelah bahan sambal lembut, masukan ikan roa asap yang sudah dibersihkan bagian perutnya dan dibuang kepalaya kedalam bahan sambal. Ulek kembali sampai halus
5) Panaskan wajan, beri minyak gkreng secukupnya untuk menggoreng sambal, tumis serai lalu masukan bahan sambal, beri garam, gula, mecin dan lada secukupnya. Setelah wanginya tercium dan matang sambal dapat disajikan langsung dengan pisang goroho goreng.",3,https://cookpad.com/id/resep/4014430-pisang-goroho-sambal-roa,ikan,pisang goroho sambal roa,15,"['bahan pisang', 'pisang goroho', 'garam', 'bahan sambal', 'roa asap', 'bawang merah', 'bawang putih', 'cm jahe', 'serai', 'cabai merah', 'cabai rawit', 'merica', 'secukupnya garam', 'secukupnya gula', 'mecin']",5,"['bahan_pisang', 'pisang_goroho', 'garam', 'roa_asap', 'bawang_merah', 'bawang_putih', 'jahe', 'serai', 'cabai_merah', 'cabai_rawit', 'merica', 'gula', 'mecin']",bahan_pisang pisang_goroho garam roa_asap bawang_merah bawang_putih jahe serai cabai_merah cabai_rawit merica gula mecin
Salmon Teriyaki,"4 buah salmon fillet (dengan kulit), buang duri dan sisik--1-2 sdt jahe parut--secukupnya Garam--2 sdm sake (saya biasa ganti dengan shaoxing wine berhubung cari sake susah. Bila anda tidak mengkonsumsi arak tambahkan saja air)--Saus Teriyaki:--3 sdm kecap asin (pilih merk Jepang)--3 sdm mirin--3 sdm sake--3 sdm madu--1/4 sdt merica--","1) Lumuri salmon dengan garam dan jahe. Sisihkan selama 30 menit. Lap dengan tisu atau kain bersih.
- Campur aduk semua bahan teriyaki dan sisihkan.
- Panaskan sedikit minyak dalam teflon dan masukkan salmon, bagian kulit di bawah. Gunakan api kecil. Masak hingga kulit crispy dan kecokelatan. Tambahkan sake dan langsung tutup. Masak selama 2-3 menit hingga sake menguap dan salmon sedikit terkukus bagian atasnya.
- Tuang saus teriyaki. Balik salmon menjadi kulit di atas.
2) Masak dengan api besar hingga kuah mengental. Sendok saus ke atas kulit. Matikan api.
- Untuk penyajian, ambil nasi dalam mangkuk. Susun salmon di atasnya. Tuang saus secukupnya. Saya sajikan bersama brokoli rebus dan irisan nori. Sajikan panas :)",33,https://cookpad.com/id/resep/4018508-salmon-teriyaki,ikan,salmon teriyaki,10,"['salmon fillet', 'buang duri', 'jahe parut', 'secukupnya garam', 'sake saya', 'saus teriyaki', 'kecap asin', 'mirin', 'sake', 'madu', 'merica']",2,"['salmon_fillet', 'buang_duri', 'jahe', 'garam', 'sake_saya', 'saus_teriyaki', 'kecap_asin', 'mirin', 'sake', 'madu', 'merica']",salmon_fillet buang_duri jahe garam sake_saya saus_teriyaki kecap_asin mirin sake madu merica
